name,country,province,population,latitude,longitude,elevation
Jolo,4001,Muslim Mindanao,125564,6.05,121,10
Jönköping,4002,Jönköping,129478,57.78,14.16,104
Jos,4003,Plateau,925000,9.93,8.88,1217
Juazeiro,4004,Bahia,160775,-9.43,-40.5,1098
Juazeiro do Norte,4005,Ceará,240128,-7.2,-39.33,350
Juba,4006,South Sudan,525923,4.85,31.6,550
Juiz de Fora,4007,Minas Gerais,510378,-21.76,-43.35,678
Juliaca,4008,Puno,283872,-15.49,-70.13,3825
Jundiaí,4009,São Paulo,354204,-23.19,-46.88,761
Juneau,4010,Alaska,32255,58.3,-134.42,17
Juticalpa,4011,Olancho,56302,14.67,-86.22,410
Južno-Sachalinsk,4012,Sakhalin,181587,46.97,142.73,40
Jyväskylä,4013,Keski-Suomi,134862,62.24,25.74,NULL
Kabinda,4014,Lomami,219154,-6.15,24.5,1100
Kabul,4015,Afghanistan,4434600,34.53,69.17,1791
Kabwe,4016,Central,299206,-14.43,28.45,1183
Kaduna,4017,Kaduna,1685000,10.52,7.44,250
Kāduqlī,4018,Janūb Kurdufān,NULL,11,29.7,NULL
Kaechon,4019,North Korea,319554,39.7,125.91,NULL
Kaedi,4020,Gorgol,49152,16.15,-13.51,23
Kaesong,4021,North Korea,308440,37.97,126.55,NULL
Kaffrine,4022,Kaffrine,NULL,14.12,-15.7,NULL
Kagoshima,4023,Kagoshima,599814,31.6,130.55,NULL
Kahramanmaraş,4024,Kahramanmaraş,559873,37.58,36.93,67
Kaifeng,4025,Henan,1193802,34.8,114.3,75
Kaiserslautern,4026,Rheinland-Pfalz,96340,49.44,7.77,251
Kajaani,4027,Kainuu,37304,64.2,25.7,NULL
Kalabancoro,4028,Koulikoro,96173,12.57,-8.03,NULL
Kalemi,4029,Tanganyika,NULL,-5.93,29.2,NULL
Kaliningrad,4030,Kaliningradskaya,490449,54.7,20.45,NULL
Kalisz,4031,Wielkopolskie,95905,51.76,18.08,144
Kalmar,4032,Kalmar,54554,56.66,16.36,8
Kalookan,4033,Metro Manila,1583978,14.65,120.97,NULL
Kaluga,4034,Kaluzhskaya,337058,54.55,36.28,190
Kalyan,4035,Maharashtra,1247327,19.24,73.13,8.84
Kamensk-Uralskij,4036,Sverdlovskaya,164192,56.4,61.93,160
Kamianske,4037,Dnipropetrovska,229794,48.52,34.62,120
Kamina,4038,Haut-Lomami,NULL,-8.73,25,1100
Kamoke,4039,Punjab,249767,31.97,74.22,NULL
Kampala,4040,Central,1507114,0.31,32.58,1190
Kamyšin,4041,Volgogradskaya,107927,50.08,45.4,50
Kananga,4042,Kasai-Central,1169000,-5.89,22.4,608
Kanazawa,4043,Ishikawa,465699,36.57,136.65,NULL
Kandahar,4044,Afghanistan,523300,31.62,65.72,1010
Kangar,4045,Perlis,NULL,6.43,100.2,NULL
Kanggye,4046,North Korea,251971,40.97,126.6,NULL
Kano,4047,Kano,4155000,12,8.52,488
Kanpur,4048,Uttar Pradesh,2765348,26.5,80.3,126
Kansas City,4049,Kansas,156607,39.11,-94.68,265
Kansas City,4050,Missouri,508090,39.1,-94.58,277
Kaohsiung,4051,Taiwan,2778659,22.63,120.27,9
Kaolack,4052,Kaolack,233708,14.02,-16.25,NULL
Kaposvár,4053,Somogy,66245,46.36,17.78,153
Kara,4054,Togo,115400,9.55,1.19,312
Karabük,4055,Karabük,123309,41.2,32.63,NULL
Karachi,4056,Sindh,14916456,24.86,67.01,8
Karadeniz Ereğli,4057,Zonguldak,121439,41.28,31.42,NULL
Karaganda,4058,Karaganda,484596,49.83,73.17,546
Karaj,4059,Alborz,1592492,35.84,51.01,1312
Karaman,4060,Karaman,172683,37.18,33.22,NULL
Karlovy Vary,4061,Karlovarský,44323,50.23,12.87,447
Karlskrona,4062,Blekinge,59007,56.16,15.59,16
Karlsruhe,4063,Baden-Württemberg,289173,49.01,8.4,115
Karlstad,4064,Värmland,86929,59.38,13.5,64
Kars,4065,Kars,90124,40.62,43.1,1768
Karyes,4066,Aghion Oros,233,40.26,24.24,370
Kasama,4067,Northern,NULL,-10.21,31.18,NULL
Kashan,4068,Tehran,304487,33.99,51.48,982
Kashgar,4069,Xinjiang,506640,39.47,75.98,1270
Kashiwa,4070,Chiba,413954,35.87,139.98,NULL
Kaspijsk,4071,Dagestan,121140,42.88,47.64,-20
Kassala,4072,Kassalā,298529,15.45,36.4,NULL
Kassel,4073,Hessen,190765,51.32,9.5,167
Kastamonu,4074,Kastamonu,125622,41.38,33.78,800
Kasur,4075,Punjab,358409,31.12,74.45,218
Kathmandu,4076,Nepal,845767,27.7,85.33,1400
Kati,4077,Koulikoro,84500,12.75,-8.07,481
Katowice,4078,Śląskie,285711,50.25,19,266
Katsina,4079,Katsina,505000,12.98,7.6,NULL
Kaunas,4080,Lithuania,298753,54.9,23.89,48
Kavala,4081,Anatolikis Makedonias kai Thrakis,58790,40.93,24.4,20
Kavaratti,4082,Lakshadweep,NULL,10.57,72.62,NULL
Kawaguchi,4083,Saitama,578112,35.8,139.72,NULL
Kawasaki,4084,Kanagawa,1475213,35.52,139.7,NULL
Kayes,4085,Kayes,126319,14.45,-11.43,33
Kayseri,4086,Kayseri,979377,38.73,35.48,1050
Kazan,4087,Tatarstan,1308660,55.79,49.13,116
Kecskemét,4088,Bács-Kiskun,111411,46.91,19.69,105
Kediri,4089,Jawa Timur,268507,-7.82,112.01,3
Kedougou,4090,Kédougou,NULL,12.55,-12.18,NULL
Keelung,4091,Taiwan,377153,25.13,121.73,NULL
Keflavik,4092,Iceland,19311,64.02,-22.57,NULL
Kemerovo,4093,Kemerovskaya,557119,55.37,86.07,140
Kendari,4094,Sulawesi Tenggara,289966,-3.97,122.59,5
Kenema,4095,Sierra Leone,225110,7.87,-11.19,180
Kenge,4096,Kwango,NULL,-4.8,17.05,NULL
Kénitra,4097,Gharb Chrarda Beni Hssen,431282,34.25,-6.58,NULL
Kerbela,4098,Kerbela,711530,32.62,44.03,NULL
Kerch,4099,Krym,151996,45.36,36.47,10
Kerkyra,4100,Ionion Nison,NULL,39.58,19.87,20
Kerman,4101,Kerman,537718,30.28,57.08,1755
Kermanshah,4102,Kermanshah,946651,34.31,47.07,1350
Khabarovsk,4103,Khabarovskiy,617441,48.48,135.07,72
Khamis Mushait,4104,Aseer,430828,18.3,42.73,NULL
Khanty Mansijsk,4105,Tyumenskaya,107473,61,69,50
Khartoum,4106,Al-Kharṭūm,1410858,15.63,32.53,382
Khartoum North,4107,Al-Kharṭūm,1012211,15.63,32.63,NULL
Khomeinishahr,4108,Esfahan,247128,32.7,51.52,NULL
Khon Kaen,4109,Thailand,416475,16.43,102.83,NULL
Khorramabad,4110,Lorestan,373416,33.49,48.36,1147
Khorramshahr,4111,Khuzestan,133097,30.44,48.17,5
Khorugh,4112,Gorno-Badakhshan,NULL,37.49,71.56,2123
Khoy,4113,West Azarbayejan,198845,38.55,44.95,1148
Khujand,4114,Sughd,183600,40.28,69.62,300
Khulna,4115,Khulna,718735,22.82,89.55,9
Kibaha,4116,Pwani,128488,-6.77,38.91,NULL
Kidal,4117,Kidal,NULL,18.44,1.41,NULL
Kiel,4118,Schleswig-Holstein,235782,54.33,10.13,5
Kielce,4119,Świętokrzyskie,186894,50.88,20.62,260
Kiffa,4120,Assaba,60005,16.62,-11.4,94
Kigali,4121,Rwanda,859332,-1.94,30.06,1567
Kigoma-Ujiji,4122,Kigoma,215458,-4.88,29.63,773
Kikwit,4123,Kwilu,397737,-5.04,18.82,452
Kilis,4124,Kilis,108984,36.72,37.12,663
Kim Chaek,4125,North Korea,207299,40.67,129.2,NULL
Kimberley,4126,Northern Cape,NULL,-28.74,24.77,1184
Kindu,4127,Maniema,NULL,-2.95,25.95,504
Kingston,4128,Jamaica,662426,17.98,-76.8,9
Kingston,4129,Norfolk Island,NULL,-29,168,NULL
Kingston upon Hull,4130,Yorkshire and the Humber,295179,53.75,-0.33,NULL
Kingstown,4131,Saint Vincent and the Grenadines,12909,13.16,-61.22,NULL
Kinkala,4132,Pool,NULL,-4.36,14.76,407
Kinshasa,4133,Kinshasa,11575000,-4.32,15.32,240
Kirikkale,4134,Kırıkkale,188769,39.84,33.51,NULL
Kirklareli,4135,Kırklareli,NULL,41.73,27.23,203
Kirkuk,4136,Kirkuk,972272,35.47,44.32,350
Kirkwall,4137,Scotland,7045,58.98,-2.96,NULL
Kirov,4138,Kirovskaya,468212,58.6,49.65,150
Kirsehir,4139,Kırşehir,148207,39.15,34.16,NULL
Kisangani,4140,Tshopo,1040000,0.52,25.2,401
Kislovodsk,4141,Stavropolskiy,127521,43.92,42.72,810
Kismayo,4142,Somalia,358000,-0.36,42.54,10
Kisumu,4143,Kenya,397957,-0.1,34.75,1131
Kitakyushu,4144,Fukuoka,961286,33.88,130.88,NULL
Kitchener,4145,Ontario,219153,43.45,-80.48,NULL
Kitwe,4146,Copperbelt,661901,-12.82,28.2,NULL
Kızıltepe,4147,Mardin,192672,37.19,40.59,NULL
Klagenfurt,4148,Kärnten,94483,46.62,14.3,446
Klaipeda,4149,Lithuania,152008,55.71,21.13,21
Klang,4150,Selangor,744062,3.03,101.45,NULL
Knoxville,4151,Tennessee,190740,35.97,-83.94,270
Kobe,4152,Hyogo,1537272,34.69,135.2,NULL
Koblenz,4153,Rheinland-Pfalz,107825,50.36,7.6,73
Kocaeli,4154,Kocaeli,338369,40.77,29.92,100
Kochi,4155,Kerala,582588,9.97,76.28,1
Kochi,4156,Kochi,337190,33.57,133.53,NULL
Koforidua,4157,Eastern,120971,6.1,-0.27,238
Kofu,4158,Yamanashi,193125,35.67,138.57,NULL
Kohima,4159,Nagaland,NULL,25.67,94.11,1444
Kokkola,4160,Keski-Pohjanmaa,47723,63.87,21.13,NULL
Koksetau,4161,Akmola,140846,53.28,69.38,234
Kolda,4162,Kolda,NULL,12.88,-14.95,34
Kolhapur,4163,Maharashtra,406370,16.69,74.23,545.6
Kolkata,4164,West Bengal,4496694,22.57,88.37,9
Köln,4165,Nordrhein-Westfalen,1005775,50.94,6.95,53
Kolomna,4166,Moskovskaya,134850,55.08,38.78,125
Kolwezi,4167,Lualaba,454287,-10.72,25.47,1448
Komotini,4168,Anatolikis Makedonias kai Thrakis,NULL,41.1,25.42,45
Komsomolsk-na-Amure,4169,Khabarovskiy,238505,50.57,137,30
Konya,4170,Konya,1345077,37.87,32.48,1200
Kopejsk,4171,Chelyabinskaya,147806,55.1,61.62,200
Korçë,4172,Albania,51152,40.62,20.77,850
Körfez,4173,Kocaeli,170963,40.78,29.75,NULL
Korhogo,4174,Savanes,245239,9.42,-5.62,380
Korolëv,4175,Moskovskaya,228095,55.92,37.82,160
Koronadal,4176,Soccsksargen,76924,6.5,124.85,100
Koror,4177,Palau,9564,7.36,134.48,10
Košice,4178,Košický,229040,48.72,21.25,206
Kostroma,4179,Kostromskaya,267481,57.77,40.93,110
Koszalin,4180,Zachodniopomorskie,105883,54.18,16.18,32
Kota,4181,Rajasthan,1001694,25.18,75.83,271
Kota Bahru,4182,Kelantan,233673,6.13,102.25,NULL
Kota Kinabalu,4183,Sabah,452058,5.97,116.1,NULL
Koulikoro,4184,Koulikoro,NULL,12.86,-7.56,NULL
Koutiala,4185,Sikasso,141444,12.38,-5.47,NULL
Kouvola,4186,Kymenlaakso,85306,60.87,26.7,NULL
Kovrov,4187,Vladimirskaya,132417,56.37,41.33,125
Kowloon,4188,Hong Kong,2230550,22.32,114.18,NULL
Kozani,4189,Dytikis Makedonias,NULL,40.3,21.78,710
Kozhikode,4190,Kerala,456618,11.25,75.77,1
Kragujevac,4191,Serbia,150835,44.02,20.91,18095
Kraków,4192,Małopolskie,800653,50.06,19.94,219
Kralendijk,4193,Bonaire,NULL,12.15,-68.26,NULL
Kramatorsk,4194,Donetska,150084,48.72,37.53,NULL
Krasnodar,4195,Krasnodarskiy,1099344,45.03,38.97,25
Krasnogorsk,4196,Moskovskaya,187634,55.83,37.32,150
Krasnoyarsk,4197,Krasnoyarsk,1187771,56.02,93.07,259
Krefeld,4198,Nordrhein-Westfalen,222247,51.33,6.57,38
Kremenchuk,4199,Poltavska,217710,49.07,33.42,80
Kristiansand,4200,Vest-Agder,84476,58.15,8,NULL
Kristianstad,4201,Skåne,80507,56.03,14.16,NULL
Kropywnyzkyj,4202,Kirovohradska,222695,48.5,32.27,124
Kryvyi Rih,4203,Dnipropetrovska,612750,47.92,33.25,84
Kuala Lumpur,4204,Kuala Lumpur,1588750,3.13,101.68,21.95
Kuala Terengganu,4205,Terengganu,250528,5.33,103.15,NULL
Kuantan,4206,Pahang,427515,3.82,103.33,21.95
Kuching Utara,4207,Sarawak,570407,1.56,110.35,27
Kulyab,4208,Khatlon,106300,37.91,69.78,580
Kumamoto,4209,Kumamoto,740822,32.78,130.73,NULL
Kumanovo,4210,North Macedonia,75051,42.14,21.72,340
Kumasi,4211,Ashanti,2035064,6.67,-1.62,305
Kunming,4212,Yunnan,5273144,25.07,102.68,1892
Kunshan,4213,Jiangsu,1652159,31.32,120.99,NULL
Kuopio,4214,Pohjois-Savo,106475,62.89,27.68,NULL
Kupang,4215,Nusa Tenggara Timur,336239,-10.18,123.58,62
Kurashiki,4216,Okayama,477118,34.58,133.77,NULL
Kurgan,4217,Kurganskaya,310911,55.47,65.35,75
Kursk,4218,Kurskaya,440052,51.72,36.18,250
Kushiro,4219,Hokkaido,174742,43,144.37,NULL
Kusong,4220,North Korea,196515,39.97,125.17,NULL
Kustanay,4221,Kostanai,221970,53.2,63.62,125
Kūstī,4222,An-Nīl al-Abyaḍ,213080,13.18,32.68,390
Kütahya,4223,Kütahya,258592,39.42,29.98,930
Kutaisi,4224,Georgia,147635,42.25,42.7,80
Kyïv,4225,Kyïv,2962180,50.45,30.52,179
Kyoto,4226,Kyoto,1475183,35.01,135.77,NULL
Kyzyl,4227,Tyva,125241,51.72,94.45,631
Kyzylorda,4228,Kyzylorda,213165,44.85,65.52,128
L'Aquila,4229,Abruzzo,66964,42.35,13.4,714
La Asuncion,4230,Nueva Esparta,NULL,11.03,-63.86,67
La Ceiba,4231,Atlántida,176212,15.77,-86.83,3
La Chorrera,4232,Panamá Oeste,118521,8.95,-79.65,NULL
La Esperanza,4233,Intibucá,NULL,14.31,-88.18,1700
La Guaira,4234,Vargas,NULL,10.6,-66.93,NULL
La Habana,4235,La Habana,2106146,23.13,-82.38,59
La Matanza,4236,Buenos Aires,1775816,-34.71,-58.61,26
La Palma,4237,Darién,NULL,8.41,-78.15,NULL
La Paz,4238,La Paz,764617,-16.5,-68.15,3640
La Paz,4239,La Paz,NULL,14.32,-87.67,750
La Paz,4240,Baja California Sur,250141,24.14,-110.31,27
La Plata,4241,Buenos Aires,654324,-34.92,-57.95,26
La Rioja,4242,La Rioja,178872,-29.41,-66.85,515
La Serena,4243,Coquimbo,401938,-29.9,-71.25,28
La Spezia,4244,Liguria,92659,44.1,9.82,10
Labuan,4245,Labuan,NULL,5.32,115.21,NULL
Lae,4246,North,148934,-6.74,146.98,8
Lafayette,4247,Louisiana,121374,30.22,-92.03,11
Lafia,4248,Nasarawa,108000,8.49,8.52,NULL
Lages,4249,Santa Catarina,153937,-27.82,-50.33,916
Laghouat,4250,Algeria,134372,33.8,2.88,769
Lagos,4251,Lagos,13745000,6.45,3.4,41
Lahore,4252,Punjab,11126285,31.55,74.34,217
Lahti,4253,Päijät-Häme,103396,60.98,25.65,NULL
Laiwu,4254,Shandong,761440,36.18,117.67,NULL
Lakewood,4255,Colorado,155984,39.7,-105.08,1682
Lalitpur,4256,Nepal,299843,27.67,85.32,1350
Lamia,4257,Stereas Elladas,75315,38.9,22.43,50
Lancaster,4258,California,173516,34.68,-118.15,719
Langfang,4259,Hebei,886490,39.54,116.69,25
Lansing,4260,Michigan,112644,42.73,-84.55,262
Lanús,4261,Buenos Aires,459263,-34.7,-58.4,9
Lanzhou,4262,Gansu,3012577,36.03,103.8,1518
Lappeenranta,4263,Etelä-Karjala,72617,61.07,28.18,NULL
Lapu-Lapu,4264,Central Visayas,408112,10.3,124,NULL
Laredo,4265,Texas,255205,27.52,-99.49,134
Larissa,4266,Thessalias,162591,39.64,22.42,67
Larkana,4267,Sindh,490508,27.56,68.23,147
Larnaka,4268,Cyprus,51468,34.92,33.63,10
Las Palmas de Gran Canaria,4269,Canarias,380667,28.15,-15.42,8
Las Piñas,4270,Metro Manila,588894,14.45,120.98,NULL
Las Tablas,4271,Los Santos,NULL,7.77,-80.28,42
Las Vegas,4272,Nevada,641903,36.17,-115.14,610
Latina,4273,Lazio,117892,41.47,12.9,21
Lauro de Freitas,4274,Bahia,163449,-12.89,-38.33,30
Lausanne,4275,Vaud,140202,46.52,6.63,495
Laval,4276,Quebec,401553,45.58,-73.75,91
Le Havre,4277,Normandie,174156,49.49,0.1,5
Le Mans,4278,Pays de la Loire,143240,48.01,0.2,38
Lecce,4279,Puglia,89916,40.35,18.17,49
Leeds,4280,Yorkshire and the Humber,487837,53.8,-1.55,9
Leeuwarden,4281,Friesland,108145,53.2,5.78,3
Leganés,4282,Madrid,188687,40.33,-3.76,666.22
Legazpi,4283,Bicol,196639,13.13,123.73,NULL
Legnica,4284,Dolnośląskie,94878,51.21,16.16,113
Leicester,4285,East Midlands,487837,52.63,-1.13,NULL
Leiden,4286,Zuid-Holland,121387,52.17,4.48,0
Leipzig,4287,Sachsen,502979,51.33,12.38,113
Leiria,4288,Leiria,54540,39.75,-8.8,NULL
Lelystad,4289,Flevoland,76252,52.5,5.48,-3
Lemesos,4290,Cyprus,101000,34.67,33.03,NULL
León,4291,Castilla y León,122398,42.61,-5.57,837
León,4292,Guanajuato,1579803,21.12,-101.68,1815
León,4293,Nicaragua,201100,12.43,-86.89,86
Lerwick,4294,Scotland,6958,60.16,-1.14,NULL
Leshan,4295,Sichuan,802817,29.57,103.77,NULL
Leticia,4296,Amazonas,33503,-4.21,-69.93,96
Letterkenny,4297,Ulster,17400,54.95,-7.75,52
Leuven,4298,Vlaams-Brabant,102275,50.88,4.7,NULL
Leverkusen,4299,Nordrhein-Westfalen,158984,51.03,6.98,60
Lexington,4300,Kentucky,322570,38.03,-84.49,298
Lhasa,4301,Xizang,568927,29.65,91.12,4200
Lianyungang,4302,Jiangsu,1071019,34.6,119.17,NULL
Liaocheng,4303,Shandong,1020430,36.45,115.98,NULL
Liaoyang,4304,Liaoning,764504,41.27,123.18,29
Liberec,4305,Liberecký,104340,50.72,15.07,374
Liberia,4306,Guanacaste,62987,10.63,-85.43,144
Libreville,4307,Gabon,703940,0.39,9.45,10
Lichinga,4308,Niassa,242204,-13.31,35.24,1398
Liège,4309,Liège,197217,50.63,5.57,NULL
Lienz,4310,Tirol,11761,46.83,12.77,673
Liestal,4311,Basel-Landschaft,NULL,47.47,7.73,327
Likasi,4312,Haut-Katanga,460959,-10.98,26.73,1318
Lille,4313,Hauts-de-France,227533,50.63,3.06,17
Lillehammer,4314,Oppland,22118,61.12,10.47,440
Lilongwe,4315,Malawi,9893188,-13.98,33.78,1050
Lima,4316,Lima City,8574974,-12.04,-77.03,161
Limeira,4317,São Paulo,267785,-22.56,-47.4,588
Limerick,4318,Munster,61570,52.67,-8.62,10
Limoges,4319,Nouvelle-Aquitaine,137758,45.84,1.26,209
Limón,4320,Limón,94415,9.98,-83.03,1
Lincoln,4321,East Midlands,111201,53.23,-0.54,NULL
Lincoln,4322,Nebraska,291082,40.81,-96.68,359
Lindi,4323,Lindi,NULL,-10,39.71,NULL
Linhares,4324,Espírito Santo,121567,-19.39,-40.07,33
Linköping,4325,Östergötland,148521,58.42,15.63,45
Linyi,4326,Shandong,2743843,35.05,118.35,74
Linz,4327,Oberösterreich,189889,48.3,14.28,266
Lipa,4328,Calabarzon,332386,13.94,121.16,NULL
Lipetsk,4329,Lipetskaya,496403,52.62,39.6,160
Lisala,4330,Mongala,NULL,2.15,21.5,400
Lisboa,4331,Lisboa,545796,38.71,-9.14,5
Little Rock,4332,Arkansas,202591,34.74,-92.33,102
Liuyang,4333,Hunan,886257,28.15,113.62,63
Liuzhou,4334,Guangxi,2204841,24.32,109.38,NULL
Liverpool,4335,North West England,576561,53.4,-2.98,70
Livingstone,4336,Southern,NULL,-17.85,25.87,986
Livorno,4337,Toscana,157052,43.55,10.32,3
Ljubljana,4338,Slovenia,285604,46.06,14.51,295
Lleida,4339,Catalunya,138933,41.62,0.63,155
Lobito,4340,Benguela,324050,-12.36,13.53,139
Lodja,4341,Sankuru,NULL,-3.52,24,500
Łódź,4342,Łódzkie,670642,51.78,19.47,162
Logroño,4343,La Rioja,150596,42.47,-2.45,384
Loikaw,4344,Kayah,NULL,19.67,97.21,884
Lokoja,4345,Kogi,NULL,7.82,6.75,NULL
Lomas de Zamora,4346,Buenos Aires,616279,-34.77,-58.4,20
Lomé,4347,Togo,2173800,6.13,1.22,10
London,4348,Ontario,366151,42.98,-81.25,251
London,4349,London,8888608,51.52,-0.09,11
Londrina,4350,Paraná,493520,-23.31,-51.16,610
Long Beach,4351,California,466742,33.77,-118.2,9
Long Xuyen,4352,Mekong River Delta,239588,10.37,105.45,0.5
Longueuil,4353,Quebec,231409,45.53,-73.52,NULL
Longyearbyen,4354,Svalbard,NULL,78.13,15.33,NULL
Los Angeles,4355,Bío-Bío,143563,-37.47,-72.35,139
Los Angeles,4356,California,3898747,34.05,-118.25,93
Los Mochis,4357,Sinaloa,298009,25.78,-108.99,10
Los Teques,4358,Miranda,183142,10.33,-67.03,NULL
Louga,4359,Louga,104349,15.65,-16.35,44
Louisville,4360,Kentucky,633045,38.25,-85.77,142
Lowell,4361,Massachusetts,115554,42.64,-71.31,31
Luan,4362,Anhui,1069940,31.75,116.51,NULL
Luanda,4363,Luanda,6760439,-8.84,13.23,6
Luanshya,4364,Copperbelt,211966,-13.13,28.4,1225
Lubango,4365,Huíla,731575,-14.92,13.5,1720
Lubbock,4366,Texas,257141,33.57,-101.88,993
Lübeck,4367,Schleswig-Holstein,210305,53.87,10.69,13
Lubercy,4368,Moskovskaya,224195,55.67,37.93,130
Lublin,4369,Lubelskie,334681,51.25,22.57,168
Lubuk Linggau,4370,Sumatera Selatan,201308,-3.3,102.86,NULL
Lubumbashi,4371,Haut-Katanga,2015000,-11.67,27.47,1208
Lucapa,4372,Lunda-Norte,146719,-8.42,20.75,880
Lucena,4373,Calabarzon,266248,13.93,121.62,15
Lucknow,4374,Uttar Pradesh,2817105,26.8,80.9,128
Ludhiana,4375,Punjab,1618879,30.91,75.85,262
Ludwigshafen,4376,Rheinland-Pfalz,157584,49.48,8.44,95
Luebo,4377,Kasai,NULL,-5.35,21.42,420
Luena,4378,Moxico,350803,-11.79,19.91,1350
Lugano,4379,Ticino,62315,46,8.95,273
Luhansk,4380,Luhanska,399559,48.57,39.3,105
Lulea,4381,Norrbotten,66526,65.58,22.15,6
Lüleburgaz,4382,Kırklareli,123889,41.41,27.36,30
Lund,4383,Skåne,112950,55.7,13.2,NULL
Luohe,4384,Henan,807745,33.57,114.03,NULL
Luoyang,4385,Henan,2230661,34.67,112.44,144
Lusaka,4386,Lusaka,2204059,-15.42,28.28,1279
Luton,4387,East of England,233498,51.9,-0.43,NULL
Lutsk,4388,Volynska,217197,50.75,25.34,174
Luxembourg,4389,Luxembourg,128494,49.61,6.13,230
Luzern,4390,Luzern,82620,47.05,8.3,436
Luzhou,4391,Sichuan,1128479,28.88,105.45,262
Luziânia,4392,Goiás,162807,-16.25,-47.95,930
Lviv,4393,Lvivska,721510,49.85,24.02,296
Lyon,4394,Auvergne-Rhône-Alpes,491268,45.76,4.84,162
Lysychansk,4395,Luhanska,95031,48.92,38.4,145
M'Bour,4396,Thiès,232777,14.42,-16.97,14
Maanshan,4397,Anhui,784608,31.7,118.35,NULL
Maarrat an Numan,4398,Idlib,150965,35.63,36.67,530
Maastricht,4399,Limburg,122243,50.85,5.68,49
Mabalacat,4400,Central Luzon,250631,15.22,120.58,NULL
Macaé,4401,Rio de Janeiro,202859,-22.37,-41.79,2
Macao,4402,Macau,533635,22.17,113.55,NULL
Macapá,4403,Amapá,381214,0.03,-51.07,12
Maceió,4404,Alagoas,932129,-9.67,-35.73,7
Machida,4405,Tokyo,432348,35.55,139.45,NULL
Madīnat 'Ashirh min-Ramaḍān,4406,Egypt,226953,31.42,31.82,NULL
Madingou,4407,Bouenza,NULL,-4.15,13.55,190
Madison,4408,Wisconsin,269840,43.07,-89.4,266
Madrid,4409,Madrid,3277451,40.38,-3.72,667
Madurai,4410,Tamil Nadu,1017865,9.9,78.1,101
Maebashi,4411,Gumma,336154,36.39,139.06,NULL
Magadan,4412,Magadanskaya,95982,59.57,150.8,70
Magangué,4413,Bolívar,92316,9.25,-74.77,49
Magaria,4414,Zinder,130707,13,8.91,NULL
Magas,4415,Ingushetia,15271,43.07,44.8,200
Magdeburg,4416,Sachsen-Anhalt,228144,52.13,11.62,55
Magé,4417,Rio de Janeiro,215236,-22.65,-43.04,5
Magnitogorsk,4418,Chelyabinskaya,410594,53.38,59.03,310
Magwe,4419,Magwe,NULL,20.15,94.95,NULL
Mahiljou,4420,Mahiljou,358279,53.9,30.33,192
Maidstone,4421,South East England,121723,51.27,0.53,NULL
Maiduguri,4422,Borno,1065000,11.83,13.15,320
Mainz,4423,Rheinland-Pfalz,200344,50,8.27,89
Majkop,4424,Adygeya,143385,44.6,40.08,220
Majunga,4425,Madagascar,246022,-15.72,46.32,NULL
Majuro,4426,Marshall Islands,23225,7.07,171.27,NULL
Makassar,4427,Sulawesi Selatan,1338663,-5.13,119.42,5
Makati,4428,Metro Manila,582602,14.55,121.03,15.4
Makhachkala,4429,Dagestan,623254,42.97,47.5,-15
Makiïvka,4430,Donetska,340337,48.08,38.07,169
Makkah,4431,Makkah Al-Mokarramah,1534731,21.5,41,277
Makurdi,4432,Benue,365000,7.73,8.54,NULL
Malabo,4433,Insular,257000,3.75,8.77,30
Malabon,4434,Metro Manila,365525,14.67,120.97,NULL
Málaga,4435,Andalucía,578063,36.72,-4.42,11
Malambo,4436,Atlántico,119878,10.85,-74.75,NULL
Malang,4437,Jawa Timur,820243,-7.98,112.62,476
Malanje,4438,Malanje,486870,-9.53,16.35,1155
Malatya,4439,Malatya,485198,38.35,38.3,954
Malayer,4440,Hamedan,170237,34.3,48.82,NULL
Male,4441,Maldives,133412,4.18,73.51,2.4
Malindi,4442,Kenya,119859,-3.22,40.13,NULL
Malmö,4443,Skåne,307758,55.61,13.04,12
Malolos,4444,Central Luzon,252074,14.84,120.81,19
Mamoutzou,4445,Mayotte,NULL,-12.46,45.13,NULL
Mamuju,4446,Sulawesi Barat,NULL,-2.67,118.86,390
Man,4447,Montagnes,149041,7.4,-7.55,330
Manado,4448,Sulawesi Utara,410481,1.49,124.84,5
Managua,4449,Nicaragua,1028808,12.14,-86.25,83
Manaus,4450,Amazonas,1792881,-3.1,-60.02,53
Manbij,4451,Halab,204766,36.53,37.95,460
Manchester,4452,North West England,560392,53.47,-2.23,38
Manchester,4453,New Hampshire,115644,42.99,-71.46,64
Mandalay,4454,Mandalay,1225133,21.98,96.08,22
Mandaluyong,4455,Metro Manila,386276,14.58,121.03,NULL
Mandaue,4456,Central Visayas,362654,10.33,123.93,NULL
Mangaung,4457,Free State,747431,-29.12,26.22,1395
Manila,4458,Metro Manila,1660714,14.58,121,16
Manisa,4459,Manisa,377629,38.63,27.42,NULL
Manizales,4460,Caldas,405234,5.1,-75.55,2160
Mannheim,4461,Baden-Württemberg,290117,49.49,8.47,97
Manokwari,4462,Papua Barat,136302,-0.87,134.08,37
Mansa,4463,Luapula,NULL,-11.2,28.88,NULL
Manzanillo,4464,Granma,98904,20.34,-77.11,25
Maoming,4465,Guangdong,1307802,21.65,110.92,29
Maputo,4466,Cidade de Maputo,1080277,-25.97,32.58,47
